,-9,-7,-5,-3,-1,1,3,5,7,9,date,newborn,dead,WALE,11
417,3084996.142,136346.5318,23795.16421,5801.329302,2469.125217,2329.754229,7601.838594,1614.875279,176.9285462,292.2393453,6/22/2017,3267161.428,3265423.928,4.404918013,0
418,2253330.026,115458.4503,9633.890976,12450.43613,1562.608294,4118.38764,2191.890046,855.859204,71.70999634,82.25703136,6/23/2017,2401755.515,2399755.515,3.482304256,0
419,2119223.146,105322.1289,10879.63671,7953.134667,2897.137106,1891.187714,774.0380875,2825.359185,36.30482502,548.1234924,6/24/2017,2254175.196,2252350.196,4.25101057,0
420,1720923.546,124142.585,9400.64634,4433.410294,1570.569703,4935.189329,540.1553835,482.8835938,469.0021991,6.0589653,6/25/2017,1868429.047,1866904.047,3.430290272,0
421,3553924.653,183983.1252,21296.84008,6954.940057,8150.20551,924.9509909,696.986774,1512.952326,72.9698301,126.2721882,6/26/2017,3779418.896,3777643.896,2.432269973,0
422,2571067.181,159449.8143,14227.24251,8461.374707,11007.94242,2558.732776,687.3143853,721.4451977,248.7313796,141.4243426,6/27/2017,2770208.703,2768571.203,3.281383156,0
423,2618989.562,160465.4617,19757.74926,7772.933965,3507.036682,7114.019833,1053.656054,2464.6362,850.4187686,28.15382511,6/28/2017,2823966.128,2822003.628,4.796202757,0
424,3009487.088,113096.0964,45702.05185,8865.035587,2283.495886,3210.570821,779.4569814,935.980348,218.004328,557.3780995,6/29/2017,3186635.159,3185135.159,3.099460832,0
425,3240766.507,165933.3332,33314.70158,13358.64818,4081.658119,10693.50942,378.5436978,3458.956324,225.7721142,897.0090095,6/30/2017,3475033.638,3473108.638,4.951363112,0
426,2168767.225,117584.7837,14119.82566,3248.363691,2953.566273,5783.893916,632.0322281,703.2320622,191.7482555,400.0625569,7/1/2017,2316434.733,2314384.733,3.352905234,0
427,1651136.059,115250.4581,10850.2684,10528.82455,2603.852947,2307.270138,715.90031,2263.129626,1169.36562,457.0192921,7/2/2017,1799632.148,1797282.148,6.048856164,0
428,2628675.949,157041.2008,18816.23161,6363.555925,8003.169125,4091.344029,1904.741677,542.9967902,4301.782151,168.6316469,7/3/2017,2832034.603,2829909.603,5.981047066,0
429,2128824.387,126077.8621,16918.43315,2949.584922,2785.835169,1800.719161,977.6406662,647.1005434,3402.0464,47.19599482,7/4/2017,2286343.305,2284430.805,4.755585903,0
430,2306192.284,154679.8975,24668.67816,4945.269935,5043.833745,2247.092407,12908.91549,986.9036337,421.6274695,30.23572786,7/5/2017,2513987.238,2512124.738,8.116939752,0
431,2041721.9,132351.7476,24833.53445,3520.090322,3336.411875,6235.535367,279.9175475,1395.742402,378.7376719,19.97431562,7/6/2017,2215848.591,2214073.591,4.17575803,0
432,2238862.006,148312.5641,31157.44642,19110.58264,5975.7314,4392.815768,2126.830042,820.4328933,1115.333644,17.33382719,7/7/2017,2453741.077,2451891.077,5.454559092,0
433,2490292.939,171205.219,22135.59324,6076.418269,3361.920163,2825.436258,881.0891986,677.0711173,139.5852468,80.99973253,7/8/2017,2699738.771,2697676.271,2.887553661,0
434,2180620.915,165015.7276,10815.75548,3222.137385,1227.114019,714.6152395,646.2266722,1156.611291,1252.628978,1200.089424,7/9/2017,2367596.821,2365871.821,3.925123981,0
435,3065709.348,165792.6632,20418.30392,5987.075896,5268.099693,1602.633031,395.3604819,1073.486828,267.142446,103.8431962,7/10/2017,3269080.457,3266617.957,2.223619837,0
436,2715958.497,132439.6934,26374.63418,7801.158604,4563.041779,2898.44175,594.2675469,2537.099879,1176.377027,43.33401455,7/11/2017,2896549.045,2894386.545,3.96085684,0
437,2415941.839,162170.7745,39828.64864,4681.514046,2492.430139,1941.443471,502.9593802,890.6293149,736.457762,46.4807789,7/12/2017,2631445.677,2629233.177,3.050655751,0
438,2371685.501,108467.1482,14326.96691,5149.855968,4392.059651,6262.250813,2070.814756,1315.215996,343.6060557,324.0756346,7/13/2017,2516299.995,2514337.495,4.209820953,0
439,2428089.598,131508.2629,19354.5519,8328.397042,4117.482787,3547.937703,1006.135993,2124.344912,280.0295763,1705.638238,7/14/2017,2601799.879,2600062.379,5.162457053,0
440,1817206.054,110158.6098,17362.12813,4501.767541,2649.845441,1436.53443,1032.538792,1806.489827,298.7794071,533.4707374,7/15/2017,1958573.718,1956986.218,4.35518173,0
441,1865524.743,124086.5408,24278.66685,11381.55993,4096.217299,2184.142433,767.5863271,650.3178421,190.7681303,70.6488544,7/16/2017,2035268.691,2033231.191,3.755469785,0
442,2440051.02,162077.3949,15025.77909,4627.361893,2870.755699,7665.686237,22678.429,510.366904,111.953633,566.8661343,7/17/2017,2658035.613,2656185.613,11.07997807,0
443,2440318.646,176996.4027,15207.71185,4721.583879,6528.37413,5579.298012,890.7106346,1142.415167,208.374388,110.9510538,7/18/2017,2653766.968,2651704.468,3.608565653,0
444,2309443.795,147265.544,30975.63729,8043.954419,5478.688955,3698.035136,828.0162156,1224.01818,331.7245581,213.9140511,7/19/2017,2509365.828,2507503.328,3.954620054,0
445,2221972.595,174585.8696,24024.90775,5059.188644,3447.12134,5637.527858,2316.745907,3889.633057,209.0152774,43.39622392,7/20/2017,2443211,2441186,5.556447074,0
446,2096639.904,125667.2108,22621.1037,6261.856379,3150.117071,4393.60002,733.3948594,1779.232058,1007.546846,95.51599647,7/21/2017,2264274.481,2262349.481,4.671782464,0
447,1656549.183,95290.70115,23718.05262,7629.586879,2583.873771,1535.238763,1064.52238,2150.955311,309.2520293,256.9088868,7/22/2017,1793088.275,1791088.275,4.838663951,0
448,1470795.796,104451.0321,11680.58173,5317.869679,1733.765585,1426.348416,1761.915261,785.4342162,27.98820757,192.9197015,7/23/2017,1600323.651,1598173.651,3.681455908,0
449,2221742.07,138947.7064,11508.24438,4773.139561,4379.679095,4573.592231,1352.783298,1540.237694,490.3993754,1933.748737,7/24/2017,2393466.6,2391241.6,5.833127901,0
450,7083591.77,143873.2158,27871.06739,4214.776875,4701.340762,1716.673068,13937.93888,54211.1865,244.2673147,44.07595284,7/25/2017,7336256.313,7334406.313,12.25588772,0
451,3498245.209,147278.4829,37826.79811,8067.315686,5654.072213,2723.612837,1610.23607,1482.974926,41.84895551,160.8118195,7/26/2017,3704928.862,3703091.362,3.002424769,0
452,2244853.849,154852.5616,24967.30084,19914.89521,14089.08613,14633.49014,739.4823097,4119.754234,1064.143529,96.52231332,7/27/2017,2481256.086,2479331.086,9.71048086,0
453,3842002.115,207916.3555,53511.31691,18739.34022,14266.37639,33394.06923,22737.7806,6672.836496,2738.18006,18.7192989,7/28/2017,4203872.09,4201997.09,14.55630974,0
454,3831811.114,119819.1959,42489.84617,37758.36146,5670.715453,9806.114053,27587.22209,57135.60293,470.6892444,30.66285701,7/29/2017,4134542.024,4132579.524,27.82452165,0
455,8489408.935,183126.0412,30264.97055,16165.14387,105436.7546,30591.47856,1253.874139,4187.34366,3706.821759,243.6612449,7/30/2017,8866222.524,8864385.024,6.605783899,0
456,2434299.042,245158.1698,77539.04033,12972.01414,14644.75554,16772.32559,29762.70884,110016.1458,4238.713482,187.3753001,7/31/2017,2947402.79,2945590.29,68.03103498,0
457,2196884.545,261349.9455,87283.32344,54218.2889,14793.77413,7433.985287,4262.639248,3093.687332,2392.414624,223.0482717,8/1/2017,2633798.152,2631935.652,12.74046778,0
458,2441923.291,246632.5689,46957.8797,39567.98007,18851.99162,10392.73795,3318.272417,5769.348201,4632.3278,482.0616627,8/2/2017,2820428.459,2818528.459,13.29802615,0
459,1696951.691,337649.4418,25754.28038,7756.128362,10624.90899,19351.31552,24466.49849,6573.566808,1679.485506,694.7616392,8/3/2017,2133227.079,2131502.079,24.05490595,0
460,1964615.732,187162.7998,38977.39036,27923.01685,11785.93285,20707.49669,57166.91613,9969.682868,6500.162201,2669.523166,8/4/2017,2329716.153,2327478.653,42.7490996,0
461,1668259.923,182379.6579,22776.02971,18082.02249,5392.399954,30590.68064,4066.699368,19471.05972,4572.278445,799.5301097,8/5/2017,1958602.781,1956390.281,29.44754299,0
462,1292452.153,353614.9751,27161.2683,28101.65534,6928.460726,12651.91288,1681.250019,29880.98976,2434.541176,3193.268101,8/6/2017,1759850.475,1758100.475,36.7226729,0
463,1835710.747,414727.7727,43597.94492,9379.419263,27158.16927,18532.34296,5372.704074,1514.8937,1489.278566,523.8009804,8/7/2017,2359919.573,2358007.073,13.31639306,0
464,2335560.709,262740.1048,19303.76129,20829.27346,39962.64436,6599.950972,2350.884999,2987.024013,5585.317929,2030.589474,8/8/2017,2700000.26,2697950.26,14.50135875,0
465,2157935.47,177185.0961,16967.10437,8859.720804,50526.74145,2479.229892,2209.278296,2267.142269,2622.653063,398.1620434,8/9/2017,2423175.598,2421450.598,11.89728971,0
466,2539365.664,247488.1198,14170.74968,15653.33394,5032.398742,4953.193752,2850.797421,2357.957643,1109.859904,385.8632981,8/10/2017,2835042.938,2833367.938,5.5919901,0
467,2962863.214,222014.465,22713.82113,6251.42647,4017.218009,3180.054005,1620.969818,3840.839077,1457.015974,240.6212836,8/11/2017,3229999.644,3228199.644,4.759937728,0
468,2131829.79,221145.0483,30357.36035,10127.39033,5602.927439,5008.91997,1492.044332,2955.303904,897.6736666,3417.159222,8/12/2017,2414521.118,2412833.618,9.702015394,0
469,2016785.823,177860.0492,21224.92381,5294.330899,5459.658311,4220.354295,2025.526269,4387.467694,1449.788351,2921.340424,8/13/2017,2243479.262,2241629.262,9.944885311,0
470,2486501.878,285152.0185,22264.83708,7785.356078,4688.732939,6731.94368,974.5438054,4722.981475,1550.202253,189.5478735,8/14/2017,2822187.042,2820562.042,6.289534411,0
471,2431190.88,196193.2547,23416.64748,10486.94038,5570.449259,3974.635054,1358.806906,2479.839525,1919.700078,615.069214,8/15/2017,2679106.222,2677206.222,5.947426953,0
472,2677566.908,238997.9137,13195.67218,10398.49009,3865.325555,4815.867152,1038.75964,2405.248981,725.0455407,351.2142194,8/16/2017,2954985.445,2953360.445,4.301733819,0
473,2533336.702,187591.3532,31256.80172,14755.51286,8146.193073,5776.659298,3534.634615,2874.519181,879.7569058,490.9196148,8/17/2017,2790880.552,2788643.052,7.227081774,0
474,2419575.311,193987.0861,19316.56946,6512.080073,7721.335605,6872.165165,4072.84952,4472.096178,3633.435369,1253.580448,8/18/2017,2669279.009,2667416.509,9.894627162,0
475,2117715.532,145475.7764,53253.69702,5034.549339,6074.676548,9321.891525,4017.722825,4940.611223,3822.968728,1045.013483,8/19/2017,2352589.939,2350702.439,12.5180587,0
476,1578676.91,104987.2815,40088.86315,5609.261222,31526.83444,5854.189892,7160.931438,3452.603257,3299.38872,1277.576686,8/20/2017,1783558.84,1781933.84,20.07768306,0
477,2224548.679,227188.9475,13362.6791,18950.62002,3924.644518,2208.386974,1304.476229,2493.716047,2445.400146,129.6544218,8/21/2017,2497994.704,2496557.204,6.209683799,0
478,1612901.138,170779.1563,21240.98561,8718.574366,7896.052561,6357.507037,2365.807418,10890.69104,772.1809035,182.9341529,8/22/2017,1843217.528,1842105.028,14.41017602,0
479,2113365.921,188668.6747,21393.96797,7982.034984,2492.185251,17201.629,1345.209373,4877.57571,3296.017366,1208.812937,8/23/2017,2363819.529,2361832.029,12.88352322,0
480,1439174.663,178931.1043,10664.48015,2695.087708,3274.250053,6672.60646,1522.271086,2940.271563,955.3588849,593.9468835,8/24/2017,1648686.54,1647424.04,8.431174535,0
481,1232396.385,151231.0879,14184.70971,7740.197247,2317.311545,4168.764802,827.5369647,3524.04744,746.6997632,1058.524738,8/25/2017,1419457.765,1418195.265,10.01173244,0
482,1216911.601,153678.2057,11271.50529,3842.368996,1556.978321,10222.10483,1016.784439,1475.709948,797.8148724,807.0184936,8/26/2017,1402892.592,1401580.092,9.449817613,0
483,1125397.858,130863.2747,7930.475201,6145.406439,3212.597488,3098.05756,1439.9683,2972.007462,1338.172898,815.1074504,8/27/2017,1285150.426,1283212.926,10.69331928,0
484,1491846.172,175737.6669,22108.33104,17408.14463,5092.118621,3093.746707,1076.048539,1137.657141,1063.201887,282.5920983,8/28/2017,1720458.18,1718845.68,7.104746633,0
485,1707362.892,182075.4859,33609.9186,5339.520518,9068.31805,8914.714996,2042.427046,3811.176806,1066.359277,3159.9873,8/29/2017,1958313.301,1956450.801,14.13135435,0
486,1438447.312,156208.6831,10817.45638,9144.791628,7449.96203,5127.56985,610.6703934,4946.981218,3417.63954,408.7505979,8/30/2017,1638679.817,1636579.817,12.84580893,0
487,1519160.526,221759.6297,21446.71751,10089.50182,3346.709679,3987.057193,1062.996473,1565.958024,1941.444454,2957.635105,8/31/2017,1789355.676,1787318.176,11.57818433,0
488,1570127.757,173385.8321,24195.24679,15577.10937,6650.567933,2143.990244,4660.670418,1913.956155,578.2666825,1032.529143,9/1/2017,1802440.926,1800265.926,9.937354171,0
489,1409732.04,121667.2297,19096.69726,7273.88941,11275.4279,5080.212449,760.7694269,3018.862505,214.5790085,136.1388905,9/2/2017,1580305.847,1578255.847,8.560803998,0
490,1259697.223,128505.6461,16209.47078,5616.440988,3823.906222,4063.497056,577.9449877,1879.508431,407.0779066,2247.526317,9/3/2017,1424953.241,1423028.241,10.21658701,0
491,2106220,236661.6022,47813.63218,6751.380639,12207.70175,2964.99389,1894.203764,2824.88873,553.3516208,674.1417272,9/4/2017,2420753.396,2418565.896,7.65249515,0
492,6219470.066,217267.0871,37767.57808,7271.359824,2041.764151,2325.609038,1326.435241,1718.652658,1353.54072,145.4461765,9/5/2017,6493150.039,6490687.539,1.826797891,0
493,2285037.071,179941.4611,36928.91568,5592.928395,3490.87198,2297.541197,791.0742938,2702.208775,213.1468018,1426.549541,9/6/2017,2520446.769,2518421.769,5.396823735,0
494,1907192.482,212447.4857,57019.97564,47692.74346,1663.244765,2764.398231,558.2716568,797.1921871,318.5250542,457.9568533,9/7/2017,2233112.275,2230912.275,6.615628105,0
495,1968763.447,161680.4457,23848.03201,4682.25057,2629.477175,2891.412786,414.6665045,688.1740684,482.6443519,57.64461739,9/8/2017,2168325.695,2166138.195,3.138568926,0
496,1697951.46,124677.9742,10309.20024,6826.990942,3688.432082,1928.105002,353.9285058,1050.532442,742.9209484,104.7536169,9/9/2017,1849746.798,1847634.298,3.847150727,0
497,1435909.905,124888.2553,19410.21297,24498.84474,14064.12565,1207.313149,499.92953,851.2679553,95.15200447,70.04270046,9/10/2017,1623220.049,1621495.049,6.295930128,0
498,2486090.536,172763.7106,12351.37244,3344.183161,6267.17893,3025.018777,4342.006522,1385.266107,98.2595158,162.9654274,9/11/2017,2692005.498,2689830.498,4.222625678,0
499,2241513.999,147272.5808,22731.22104,3701.396667,9209.797389,2610.079443,669.3655976,614.6020152,220.7119962,48.10710839,9/12/2017,2430941.861,2428591.861,3.236926906,0
500,2574706.706,210226.589,24964.2451,3767.580217,7130.399329,4519.114848,802.5277003,1921.785489,470.6368053,328.3000188,9/13/2017,2831212.884,2828837.884,4.317223789,0
501,2970505.81,179487.01,25821.72748,7565.899513,5220.619925,3422.802705,752.2708222,4085.307018,802.180989,306.455707,9/14/2017,3200145.084,3197970.084,4.501294826,0
502,3231872.28,237839.3409,22989.8942,10249.98823,12701.84751,4222.895495,927.8766015,11102.817,423.8610287,31.68433809,9/15/2017,3534612.485,3532362.485,7.381981133,0
503,2104401.125,99645.40464,10743.81707,12612.74209,2766.097544,3109.089571,3358.544273,696.9687804,590.4993274,610.1053283,9/16/2017,2240646.894,2238534.394,5.163092551,0
504,1609023.107,107501.224,9437.915844,1884.984346,3029.742383,2262.464776,1174.169337,1155.005289,910.6182686,295.6468205,9/17/2017,1738874.879,1736674.879,4.434118411,0
505,2130548.552,180083.8315,12104.36291,2077.164928,2729.866567,2457.067436,275.108924,1570.771465,193.021217,330.0474484,9/18/2017,2333957.294,2332369.794,2.980272952,0
506,1748365.671,139095.8202,15209.43245,8719.508027,4641.708953,1921.177679,1385.307758,394.6524242,1307.158078,294.1690491,9/19/2017,1923284.605,1921334.605,5.111444787,0
507,1782964.266,121187.8254,13479.27174,12061.03413,2068.592851,4147.095451,300.2489072,1132.733262,638.5373336,144.7593645,9/20/2017,1939586.864,1938124.364,4.547281623,0
508,1772092.017,129317.7634,14022.01442,3375.321175,4310.66556,1760.963789,304.0706837,4523.004881,170.0803346,651.6882154,9/21/2017,1932727.589,1930527.589,5.906636814,0
509,1713879.099,115368.0058,21371.9637,2985.257536,4038.210582,3553.752469,10527.43736,693.5027279,147.6064708,1032.893787,9/22/2017,1875335.23,1873597.73,10.10163508,0
510,1217892.546,72238.24666,11999.52258,2279.826187,5331.828542,368.4556477,799.1654705,852.8951938,516.3783039,154.2157602,9/23/2017,1314508.08,1312433.08,4.307182226,0
511,1023745.223,77830.34188,8985.856688,1891.275361,1918.041407,2307.211322,383.8108957,334.0925671,15.07911813,53.53817638,9/24/2017,1119276.97,1117464.47,3.262103238,0
512,1714963.799,173346.2104,28029.82267,4988.9805,4199.557799,4791.755648,1402.670513,62147.12129,198.1624099,54.34118111,9/25/2017,1995684.921,1994122.421,44.6069576,0
513,1876592.03,162778.8599,30973.89501,8624.770806,1826.349325,847.989585,492.5129102,1895.017683,7479.753604,170.8122244,9/26/2017,2093406.991,2091681.991,10.04877025,0
514,1969271.196,159201.1101,27993.29133,3303.207941,1428.364466,3664.020359,1364.418588,542.4488337,331.7238055,47.29819781,9/27/2017,2168984.579,2167147.079,3.562702303,0
515,2072010.235,186455.6019,22360.19413,8640.272474,4451.58718,4041.587871,387.8387241,1725.551145,327.291142,238.4416807,9/28/2017,2302851.101,2300638.601,4.570573919,0
516,1809309.777,114909.9567,25380.60899,2528.155927,2079.517242,501.9690683,597.2373014,2632.637805,381.3893532,248.9973548,9/29/2017,1960682.747,1958570.247,4.362190015,0
517,1521002.566,95020.69864,13860.29891,7849.189993,8461.966714,7946.282151,670.2615667,1766.262872,1363.267411,1275.125197,9/30/2017,1660940.92,1659215.92,9.179563605,0
518,1305185.086,106177.0054,14886.22508,4339.994312,1566.309411,713.2370424,1765.620729,739.8121164,1347.921487,763.0436366,10/1/2017,1439109.255,1437484.255,6.501760957,0
519,1816321.159,162252.1234,20839.8305,13285.64761,1824.256723,4274.447602,2436.059316,2017.042447,726.096031,2859.986974,10/2/2017,2028711.649,2026836.649,8.989604842,0
520,1434857.573,153801.1743,15269.64352,3470.290342,2993.077313,6173.127932,1129.189661,1462.508928,1174.763785,76.4340562,10/3/2017,1622695.283,1620407.783,6.771287734,0
521,1349009.989,88148.58722,14416.26441,2342.400594,6145.79677,4419.224885,1090.421554,1126.59493,364.7749365,51.68615685,10/4/2017,1468790.74,1467115.74,5.596318221,0
522,1483047.445,114175.3262,21569.40902,5497.612097,3784.523442,11039.7039,603.9733869,22702.78727,1664.545662,963.901081,10/5/2017,1666611.727,1665049.227,27.60559557,0
523,1236455.093,104122.0562,21613.14999,8850.145413,1849.025988,2359.384662,3185.054406,2357.354908,237.1411677,11.12038371,10/6/2017,1383027.026,1381039.526,7.728522614,0
524,922229.8157,96794.59979,21311.72817,5245.671994,897.9123055,2220.494232,372.8816633,4404.78297,66.7943694,5.86326835,10/7/2017,1055525.544,1053550.544,9.81567527,0
525,1136545.77,98866.59307,17228.19938,2766.573066,1078.949311,924.3512885,551.7770126,12277.71614,1082.688073,14.31972118,10/8/2017,1273611.937,1271336.937,16.72363862,0
526,2329494.647,153521.3839,36264.13286,20483.80602,6042.631227,3028.351228,623.6317582,5496.982112,6771.995184,278.8159938,10/9/2017,2564018.877,2562006.377,10.89656801,0
527,1726217.396,164734.6136,32989.90379,10315.27971,5933.505518,5563.370495,1491.558785,2223.264287,454.25831,366.5171533,10/10/2017,1952289.668,1950289.668,7.450438667,0
528,1644997.229,94966.11642,18282.31406,11131.35651,3021.220422,1668.651064,390.88307,1276.839242,706.842954,265.2089156,10/11/2017,1778444.162,1776706.662,4.594139772,0
529,1776169.38,156006.6872,27255.61102,5881.699916,3686.389656,2879.201852,2698.864652,1523.233382,1090.632733,450.5656775,10/12/2017,1979554.766,1977642.266,6.596806847,0
530,1725565.438,157209.1559,54629.70137,14489.94561,4854.370522,2817.983836,4570.445242,1201.348755,556.9595851,3688.034824,10/13/2017,1971283.384,1969583.384,12.99926827,0
531,1387162.186,88118.10287,26414.2673,4368.826525,5405.333648,1515.274892,488.8632357,1329.087348,1713.639907,115.1146554,10/14/2017,1518393.196,1516630.696,6.649311121,0
532,1195477.914,90598.54097,13552.41002,6254.261695,2433.954059,1329.906449,695.3814534,1330.552335,10385.48676,168.0558339,10/15/2017,1324663.964,1322226.464,17.50433591,0
533,1730654.087,139282.6259,24804.93587,4168.606837,3998.153243,6197.507834,2021.453558,1072.695767,174.1443674,10656.35384,10/16/2017,1925205.564,1923030.564,18.33794691,0
534,2659936.788,109366.6028,24776.75198,10207.9141,9409.885374,2739.742953,549.2172933,5853.641283,846.5718237,434.8219674,10/17/2017,2826171.937,2824121.937,6.368859129,0
535,1988455.906,124529.8485,21511.33996,5950.898953,5694.609916,1417.139303,3612.935278,967.0787118,94.69892105,231.3066142,10/18/2017,2154353.262,2152465.762,4.77897303,0
536,1722915.555,116362.1211,26360.17887,23219.80835,3481.086971,1854.489668,516.6480512,835.4078641,633.7026514,12907.86877,10/19/2017,1911311.867,1909086.867,20.05306279,0
537,1751080.817,133762.4192,27604.51774,4484.420592,2957.774922,1331.027699,626.5129311,1951.896902,204.6633244,1005.870448,10/20/2017,1927247.421,1925009.921,5.156418758,0
538,1434372.004,88851.72338,24452.84734,4482.336217,4661.212936,948.7131122,1190.197576,1191.463023,229.3563922,296.2460673,10/21/2017,1562588.6,1560676.1,5.030650439,0
539,1326259.603,102370.9151,28784.72416,16959.04357,5947.96626,2546.920013,2273.655963,10385.73932,815.6479458,585.2795552,10/22/2017,1499204.495,1496929.495,16.67932907,0
540,2594373.49,219961.8512,132966.9924,16797.07984,7158.600886,10276.77524,7251.063656,1881.156073,1425.484069,588.3437107,10/23/2017,2994818.337,2992680.837,10.35234094,0
541,2321236.151,159818.1292,84069.10636,5653.173811,5001.552622,1492.303444,852.1204014,686.4648389,4274.389538,861.2173423,10/24/2017,2586032.108,2583944.608,7.482862077,0
542,1793783.965,143898.7022,19264.25456,13665.36548,1521.312612,1471.908448,514.7460639,918.4365254,3271.85239,4200.137187,10/25/2017,1984823.18,1982510.68,11.5014459,0
543,1579367.324,127308.6416,24298.56497,2871.453151,801.5093779,5095.804154,307.833426,424.3795693,880.7117567,313.4358252,10/26/2017,1743919.657,1741669.657,4.664701435,0
544,1821757.21,130853.6245,32604.27311,11446.99294,1542.987842,1739.715919,933.6681346,1279.467192,356.8085472,162.4762564,10/27/2017,2003977.225,2002677.225,4.415383965,0
545,1309194.657,83959.23578,13483.38373,2623.802144,2868.184209,3275.848018,305.8088974,361.5341279,254.4316466,306.4260909,10/28/2017,1417695.812,1416633.312,4.024916113,0
546,1512753.307,115212.5436,13975.9615,3778.889916,3454.720367,5341.693239,1126.549679,728.8627864,1460.830181,201.5472761,10/29/2017,1659959.905,1658034.905,6.134522089,0
547,1682848.097,120563.6083,21124.98563,9837.939898,10331.6431,3208.885973,4506.107744,760.6100612,467.9712095,96.87859704,10/30/2017,1855584.227,1853746.727,6.87725258,0
548,1747906.916,122912.3879,26933.93393,5002.275066,1867.133287,1349.031028,6914.887738,1102.135341,835.7075695,137.0685789,10/31/2017,1916686.477,1914961.477,6.763326204,0
549,1942539.154,184794.4801,36435.51003,5789.945214,2780.669924,4240.720394,808.9861254,805.3812847,638.7012546,10524.76735,11/1/2017,2191308.315,2189358.315,16.44926818,0
550,1962021.017,207419.2516,45595.38703,16988.51216,7780.759748,2313.095257,2664.765601,2428.075235,2037.471946,254.8291155,11/2/2017,2251378.165,2249503.165,8.25815401,0
551,2825614.457,148570.8638,42984.82152,7546.008141,2294.850739,2276.168551,709.6100423,1480.244682,339.8653201,3625.220044,11/3/2017,3036929.609,3035442.109,6.258805317,0
552,5616892.641,95911.05981,35799.50573,6831.538817,4011.051762,2039.542732,602.7649082,928.4010044,1117.526161,210.3134271,11/4/2017,5765969.345,5764344.345,1.707275782,0
553,5917144.161,105548.1219,22932.34474,8735.227758,3105.015775,2235.051622,1271.448278,1092.464379,734.6282577,12864.15784,11/5/2017,6077425.122,6075662.622,6.292205957,0
554,2566284.467,163773.6027,27621.51365,17017.36258,2513.035572,1502.844829,625.8654182,474.7426986,258.0834032,914.5682333,11/6/2017,2782648.586,2780986.086,3.261529476,0
555,3301813.794,166559.1508,20172.75926,11151.42277,7553.996528,10181.82988,1537.559356,1259.870219,332.0188604,1325.713788,11/7/2017,3523838.116,3521888.116,4.933032816,0
556,4071461.271,155684.8703,17303.12208,9032.437847,2697.745507,3082.124255,1102.804947,976.8205178,1478.839845,2703.298249,11/8/2017,4267323.335,4265523.335,3.915435543,0
557,1966897.115,185793.305,41957.45953,28118.59986,4134.641902,5783.778382,688.303013,1223.678828,615.6708434,684.5189144,11/9/2017,2237809.572,2235897.072,6.748342985,0
558,2111326.814,140883.3463,36899.4669,17423.91766,3872.656149,15094.89678,1534.54172,2974.701972,1984.725545,455.7071851,11/10/2017,2333950.774,2332450.774,10.38786664,0
559,1482556.036,109942.0567,29114.45873,13119.33412,6183.794355,3557.21076,1908.602413,1413.369408,15513.61816,571.8894084,11/11/2017,1664880.37,1663880.37,23.73362994,0
560,1712590.373,170070.623,57593.76433,24057.17319,7930.326483,26297.81867,3862.426103,5748.373569,33027.99121,45751.75775,11/12/2017,2087930.627,2086930.627,89.13733458,0
561,4059600.612,219087.8819,33549.57323,13066.65542,3946.477119,38587.96717,966.8727885,2783.372027,623.9931623,190.2950014,11/13/2017,4374153.7,4372403.7,7.524705821,0
562,3608477.236,195700.1763,17679.60348,20570.05716,5670.33151,3568.672378,1313.18604,764.0729173,3015.063627,2790.637776,11/14/2017,3861149.037,3859549.037,5.068977273,0
563,3134077.528,217512.9763,35665.43715,19263.38969,2999.908519,3209.13506,1451.277204,2564.912674,4079.51621,174.979671,11/15/2017,3422899.06,3420999.06,5.614595593,0
564,3570433.017,172322.2294,25156.08024,14954.37035,6936.888995,1753.36919,16959.88108,5624.167086,857.922334,1096.386421,11/16/2017,3817994.312,3816094.312,9.274418119,0
565,3490398.664,200008.1091,79547.23018,20906.48054,9683.958758,6080.934134,5269.751659,2467.465233,1603.709754,165.7893616,11/17/2017,3818219.593,3816132.093,6.57101827,0
566,2538068.963,126383.8169,12088.16953,25598.89399,2504.930086,2562.737224,4574.540731,1165.172974,847.5327903,619.1402208,11/18/2017,2716113.898,2714413.898,5.383391273,0
567,5273001.79,116697.583,17780.2739,17868.45425,10078.82455,1772.652919,615.1601266,1107.036557,766.2329547,476.8154866,11/19/2017,5442164.823,5440164.823,2.098317427,0
568,3976009.826,185591.8079,16530.65785,17617.82553,6480.291876,4982.025374,987.075617,5890.329821,3997.100781,3947.784626,11/20/2017,4224222.225,4222034.725,7.39252621,0
569,3337333.825,221124.0218,31525.93654,28378.35992,5098.922365,6815.731072,825.3992143,2163.264949,678.1637727,1127.397469,11/21/2017,3637233.522,3635071.022,5.019435695,0
570,3307487.403,155625.5921,21387.6545,14649.59099,1851.708878,1875.988282,539.4581176,1726.041205,630.9515144,156.4498131,11/22/2017,3507780.838,3505930.838,2.685504087,0
571,3217774.245,142132.9824,25792.46754,9711.248625,3077.262566,1592.695415,785.4121686,1209.336367,2560.492442,360.3476742,11/23/2017,3406958.991,3404996.491,3.501859488,0
572,2418480.161,175165.3116,26166.50564,22108.64108,6737.501199,21877.32236,586.6788016,3854.674626,196.844061,812.711059,11/24/2017,2677848.851,2675986.351,9.605642817,0
573,2681302.31,135614.9167,44386.06486,16803.75371,3570.0467,11505.75244,1845.953002,1753.883689,989.2108466,195.7612819,11/25/2017,2899917.653,2897967.653,6.188770082,0
